loan_id,loan_amount,term_months,grade,sub_grade,int_rate,emp_length_years,home_ownership,annual_income,verification_status,purpose,dti,fico_range_low,fico_range_high,delinq_2yrs,pub_rec,open_acc,total_acc,revol_bal,revol_util,collections_12_mths_ex_med,collateral_flag,collateral_value,total_pymnt_before_default,outstanding_principal,days_past_due_at_default,months_in_recovery,recovery_status,payment_plan_status,recoveries,collection_recovery_fee,recovery_rate
ARC104635,5100.0,36,D,D5,18.1,10.0,OWN,,Source Verified,major_purchase,24.83,699,703,1,0,9,11,8080.0,98.2,0,1,4500.0,3147.3,1952.7,172,8,Closed,Active,836.15,102.97,0.4282
ARC103597,7200.0,36,B,B4,10.28,10.0,OWN,29900.0,Verified,debt_consolidation,9.91,643,647,0,0,18,36,32750.0,46.8,0,0,,1195.71,6004.29,51,13,Closed,Broken,2788.39,250.72,0.4644
ARC107213,7900.0,36,B,B1,9.96,6.0,OWN,,Not Verified,small_business,24.81,736,740,0,1,14,33,1310.0,71.6,0,1,5300.0,3778.28,4121.72,85,8,Closed,Completed,3080.99,441.2,0.7475
ARC106026,10400.0,60,D,D5,16.7,5.0,MORTGAGE,71000.0,Verified,small_business,,629,633,0,0,15,35,88800.0,27.8,0,0,,2764.65,7635.35,184,22,Closed,Broken,2558.61,198.38,0.3351
ARC107840,10000.0,60,D,D5,15.31,10.0,OWN,39400.0,Source Verified,debt_consolidation,25.62,690,694,0,0,2,10,5310.0,57.7,0,0,,1685.9,8314.1,114,23,Closed,Active,4147.07,313.5,0.4988
ARC105436,7200.0,60,B,B2,11.41,7.0,RENT,61300.0,Verified,small_business,22.22,733,737,0,0,9,21,7250.0,87.6,0,1,6000.0,240.22,6959.78,48,32,Closed,Active,5969.4,340.21,0.8577
ARC100034,13900.0,36,D,D1,17.03,10.0,RENT,65000.0,Verified,debt_consolidation,25.16,642,646,0,0,19,29,4050.0,43.5,0,0,,3400.93,10499.07,153,16,Closed,Broken,3387.0,359.76,0.3226
ARC106060,7400.0,36,B,B1,10.72,0.0,OWN,61200.0,Not Verified,medical,9.23,750,754,1,0,18,33,1300.0,91.7,0,0,,417.41,6982.59,94,9,Closed,Active,4480.73,269.01,0.6417
ARC108572,3400.0,36,C,C2,15.24,10.0,MORTGAGE,54400.0,Not Verified,major_purchase,17.23,656,660,0,0,4,27,9330.0,0.0,0,0,,830.47,2569.53,123,35,Closed,Active,1567.93,90.61,0.6102
ARC104999,6100.0,36,C,C4,13.09,10.0,rent,27900.0,Source Verified,debt_consolidation,32.65,662,666,1,0,7,17,4780.0,37.1,0,0,,2604.95,3495.05,56,6,Active,Active,959.39,72.78,0.2745
ARC105657,8200.0,36,C,C4,11.41,3.0,RENT,101800.0,Verified,other,10.77,681,685,0,0,16,29,6570.0,60.4,0,0,,3647.61,4552.39,122,23,Closed,Active,2385.91,177.13,0.5241
ARC104358,7700.0,36,C,C5,13.38,1.0,MORTGAGE,55200.0,Source Verified,medical,27.62,701,705,0,0,15,27,12480.0,50.0,0,0,,2907.37,4792.63,66,30,Closed,Active,2126.49,274.67,0.4437
ARC101916,7100.0,36,A,A1,9.02,10.0,MORTGAGE,88000.0,Not Verified,small_business,14.76,661,665,0,0,16,24,31890.0,20.6,0,0,,1420.92,5679.08,30,19,Closed,Completed,3160.98,275.4,0.5566
ARC107271,14300.0,36,A,A4,7.45,1.0,RENT,55800.0,Verified,credit_card,19.86,635,639,0,0,4,10,11670.0,12.4,0,0,,1859.51,12440.49,133,9,Active,Broken,1354.77,164.79,0.1089
ARC108503,4500.0,60,B,B3,12.71,4.0,RENT,123500.0,Source Verified,debt_consolidation,22.95,647,651,0,0,6,16,13580.0,23.1,0,0,,2210.57,2289.43,154,35,Closed,Broken,1076.03,116.63,0.47
ARC107563,8100.0,60,D,D4,15.6,9.0,OWN,,Verified,debt_consolidation,24.02,752,756,1,0,15,27,10750.0,57.6,0,0,,3975.48,4124.52,191,11,Closed,Active,2329.94,180.13,0.5649
ARC105215,6700.0,36,A,A4,7.69,6.0,RENT,106700.0,Source Verified,debt_consolidation,16.06,779,783,0,0,18,23,35510.0,49.0,0,0,,1540.21,5159.79,89,9,Active,Completed,1673.84,213.53,0.3244
ARC106954,8800.0,36,D,D4,15.97,1.0,MORTGAGE,23400.0,Verified,debt_consolidation,11.9,679,683,0,0,19,23,15610.0,79.5,0,0,,1073.35,7726.65,185,9,Closed,Active,4384.1,494.71,0.5674
ARC105311,5600.0,60,C,C3,13.71,4.0,MORTGAGE,98100.0,Source Verified,debt_consolidation,,639,643,0,0,14,33,8490.0,36.0,0,0,,1338.46,4261.54,92,29,Closed,Broken,1353.47,114.23,0.3176
ARC102837,11200.0,60,B,B3,12.23,10.0,OWN,160000.0,Source Verified,small_business,10.06,636,640,0,0,19,43,2550.0,76.8,0,0,,3667.62,7532.38,300,9,Active,No_Plan,481.32,40.88,0.0639
ARC103768,16500.0,36,C,C3,14.6,5.0,MORTGAGE,88300.0,Not Verified,debt_consolidation,23.86,699,703,0,0,8,9,5510.0,35.6,0,0,,5410.73,11089.27,121,26,Closed,Broken,3684.96,449.33,0.3323
ARC103680,7000.0,36,C,C2,13.06,10.0,MORTGAGE,60800.0,Verified,major_purchase,13.44,640,644,0,0,8,24,20560.0,52.6,0,1,2900.0,1985.61,5014.39,266,17,Closed,Broken,1913.49,117.24,0.3816
ARC100497,8200.0,36,D,D3,15.15,3.0,RENT,67300.0,Source Verified,credit_card,37.44,686,690,0,0,16,18,14800.0,63.1,0,0,,1475.73,6724.27,155,28,Closed,Active,1854.55,205.36,0.2758
ARC101859,4600.0,36,G,G1,26.91,10.0,RENT,79800.0,Source Verified,credit_card,26.0,708,712,1,0,17,37,2860.0,66.2,0,1,4700.0,1231.84,3368.16,97,22,Closed,Active,2416.65,326.71,0.7175
ARC102478,15100.0,36,F,F2,22.12,10.0,RENT,60300.0,Verified,debt_consolidation,26.37,607,611,1,0,11,30,2440.0,51.1,1,1,10200.0,7251.2,7848.8,65,4,Active,Broken,470.14,55.97,0.0599
ARC105103,9200.0,36,C,C4,10.91,10.0,RENT,122200.0,Verified,credit_card,22.66,700,704,0,0,12,13,8200.0,42.9,0,0,,1135.12,8064.88,195,13,Closed,Active,2846.9,283.22,0.353
ARC105121,4500.0,36,C,C5,13.22,10.0,MORTGAGE,,Not Verified,other,8.23,711,715,0,1,8,8,24580.0,68.2,0,1,4900.0,1356.91,3143.09,89,12,Closed,Completed,2878.44,380.26,0.9158
ARC106924,9700.0,60,D,D1,16.87,1.0,RENT,19300.0,Not Verified,small_business,9.22,720,724,1,0,14,33,4260.0,34.3,0,1,5700.0,3526.71,6173.29,50,9,Active,Active,2703.28,143.86,0.4379
ARC106526,16400.0,36,C,C2,14.8,6.0,MORTGAGE,28400.0,Source Verified,credit_card,25.31,679,683,0,0,15,21,6930.0,73.7,0,0,,2958.62,13441.38,53,28,Closed,Broken,6231.42,548.93,0.4636
ARC103079,17600.0,60,C,C4,15.93,10.0,RENT,49000.0,Verified,home_improvement,14.5,688,692,0,0,11,16,1700.0,84.4,0,1,19900.0,1887.95,15712.05,504,20,Closed,Broken,7612.49,1115.39,0.4845
ARC100997,10600.0,36,F,F2,21.59,2.0,OWN,16200.0,Source Verified,car,16.11,639,643,1,2,16,20,4650.0,19.3,0,0,,5952.74,4647.26,71,18,Closed,Broken,1235.24,163.27,0.2658
ARC105423,9700.0,36,D,D4,14.13,7.0,mortgage,69600.0,Not Verified,home_improvement,21.21,619,623,0,1,10,11,5920.0,80.6,0,0,,2934.53,6765.47,485,35,Closed,No_Plan,851.77,89.43,0.1259
ARC103683,7700.0,36,D,D3,16.35,10.0,MORTGAGE,55700.0,Source Verified,home_improvement,17.12,655,659,0,0,7,24,5630.0,74.8,0,0,,1643.38,6056.62,197,12,Closed,Broken,2058.04,164.71,0.3398
ARC101662,9400.0,60,A,A5,6.76,10.0,MORTGAGE,,Source Verified,credit_card,23.58,663,667,0,0,2,25,8360.0,76.9,0,0,,1241.19,8158.81,258,31,Closed,Broken,4087.56,367.18,0.501
ARC103716,15100.0,36,C,C1,13.98,0.0,RENT,49200.0,Verified,medical,0.0,661,665,0,0,16,25,1160.0,93.4,0,0,,3545.52,11554.48,107,11,Closed,Completed,7900.95,1053.24,0.6838
ARC108983,11100.0,36,E,E5,18.54,2.0,MORTGAGE,40000.0,Verified,debt_consolidation,20.2,677,681,1,0,18,22,11270.0,72.6,0,0,,3324.6,7775.4,205,1,Active,Broken,1134.43,117.09,0.1459
ARC100234,6600.0,36,C,C5,14.39,10.0,MORTGAGE,33200.0,Source Verified,other,13.82,666,670,1,0,3,19,16990.0,22.4,0,0,,966.14,5633.86,284,30,Closed,No_Plan,2352.14,257.82,0.4175
ARC103523,4100.0,60,C,C4,12.77,6.0,MORTGAGE,23300.0,Not Verified,debt_consolidation,31.12,702,706,0,1,9,11,990.0,24.1,0,0,,1582.87,2517.13,164,23,Closed,Broken,646.9,93.48,0.257
ARC102081,12200.0,36,A,A1,5.99,4.0,RENT,54100.0,Not Verified,medical,12.94,790,794,0,1,5,19,13630.0,38.7,0,0,,758.18,11441.82,30,16,Closed,Completed,7272.42,1075.02,0.6356
ARC106496,9700.0,36,C,C2,13.74,10.0,OWN,40200.0,Not Verified,debt_consolidation,16.94,687,691,0,0,8,29,3250.0,54.5,0,0,,1967.7,7732.3,117,33,Closed,Broken,3875.43,208.38,0.5012
ARC101117,8100.0,60,G,G4,24.61,10.0,RENT,48300.0,Verified,debt_consolidation,29.12,744,748,1,1,12,18,960.0,59.7,0,0,,178.31,7921.69,30,34,Closed,Active,5183.16,285.95,0.6543
ARC104046,9000.0,36,A,A4,7.1,1.0,MORTGAGE,,Source Verified,debt_consolidation,16.96,675,679,0,0,6,30,35340.0,60.8,1,0,,3717.47,5282.53,72,27,Closed,No_Plan,2034.3,184.66,0.3851
ARC100198,9900.0,36,D,D4,17.57,7.0,RENT,85500.0,Source Verified,debt_consolidation,13.79,785,789,0,0,10,31,3050.0,49.0,0,0,,2167.7,7732.3,49,15,Closed,Completed,6117.02,836.27,0.7911
ARC107701,8800.0,60,D,D5,18.21,10.0,MORTGAGE,42700.0,Verified,credit_card,22.37,600,604,0,0,13,29,13330.0,,0,0,,2074.99,6725.01,78,10,Closed,No_Plan,1609.29,162.57,0.2393
ARC107050,13200.0,60,D,D2,15.42,4.0,OWN,36600.0,Verified,major_purchase,8.3,670,674,0,0,14,17,5660.0,62.5,0,1,9500.0,2065.29,11134.71,49,3,Active,Completed,4952.72,543.39,0.4448
ARC108847,2600.0,60,D,D3,17.73,10.0,RENT,60200.0,Not Verified,credit_card,,633,637,0,0,4,23,9250.0,75.7,0,1,1100.0,720.66,1879.34,152,8,Active,Broken,573.01,45.27,0.3049
ARC103668,3800.0,36,D,D1,17.76,10.0,OWN,42000.0,Not Verified,debt_consolidation,16.59,668,672,0,0,9,14,19800.0,56.3,0,0,,534.59,3265.41,259,14,Closed,Broken,1442.98,94.91,0.4419
ARC100547,5700.0,36,B,B4,11.35,10.0,RENT,132500.0,Source Verified,debt_consolidation,11.22,688,692,0,0,7,12,30680.0,0.0,0,0,,3225.7,2474.3,145,34,Closed,Active,1373.73,165.52,0.5552
ARC106725,2800.0,36,D,D1,16.12,7.0,OWN,43700.0,Verified,other,26.88,693,697,2,1,10,24,2670.0,,0,0,,1235.45,1564.55,169,24,Closed,No_Plan,359.69,26.61,0.2299
ARC104037,9800.0,36,D,D3,14.79,10.0,MORTGAGE,,Source Verified,debt_consolidation,27.04,739,743,0,1,10,21,17830.0,29.6,0,0,,2476.23,7323.77,353,24,Closed,Active,4043.45,375.54,0.5521
ARC105708,10800.0,36,A,A4,6.72,10.0,MORTGAGE,99700.0,Source Verified,small_business,11.36,731,735,1,0,8,32,1090.0,54.6,0,0,,988.02,9811.98,91,8,Closed,Broken,4145.56,547.27,0.4225
ARC107556,8800.0,36,G,G1,24.26,8.0,MORTGAGE,49100.0,Source Verified,credit_card,29.31,607,611,0,0,2,13,420.0,69.0,0,0,,4266.64,4533.36,39,5,Active,Broken,699.95,74.07,0.1544
ARC107318,5900.0,36,B,B1,9.05,2.0,RENT,,Source Verified,other,17.37,697,701,0,0,17,27,3800.0,40.9,0,0,,2207.71,3692.29,118,9,Closed,Broken,1681.1,226.0,0.4553
ARC100564,16200.0,36,B,B5,9.15,10.0,RENT,73400.0,Verified,credit_card,17.1,647,651,0,0,11,32,8320.0,21.2,0,0,,6933.31,9266.69,55,18,Closed,Active,4999.38,413.25,0.5395
ARC104790,3800.0,60,B,B5,11.14,8.0,MORTGAGE,37000.0,Not Verified,credit_card,27.11,638,642,0,1,2,8,3720.0,,0,0,,456.05,3343.95,58,19,Closed,Active,1944.84,98.5,0.5816
ARC108175,5000.0,60,F,F3,22.79,2.0,MORTGAGE,77400.0,Source Verified,debt_consolidation,16.67,650,654,0,0,16,23,17740.0,79.2,0,1,3800.0,536.79,4463.21,43,22,Closed,Completed,2884.13,250.55,0.6462
ARC103161,13400.0,36,B,B2,9.75,8.0,RENT,35700.0,Verified,debt_consolidation,20.65,600,604,0,0,5,8,12970.0,27.4,0,0,,7838.54,5561.46,65,10,Closed,Broken,1921.48,247.12,0.3455
ARC102796,13500.0,60,C,C3,14.54,4.0,MORTGAGE,87900.0,Verified,debt_consolidation,,675,679,0,0,19,24,4160.0,85.1,0,0,,3807.09,9692.91,30,21,Closed,Broken,3961.49,451.75,0.4087
ARC100237,9100.0,36,B,B4,11.02,10.0,MORTGAGE,45300.0,Not Verified,credit_card,12.67,667,671,0,0,14,20,11830.0,30.0,0,0,,1701.92,7398.08,144,32,Closed,Broken,2325.22,265.04,0.3143
ARC101050,5000.0,36,D,D3,16.09,10.0,RENT,66400.0,Verified,credit_card,14.79,761,765,0,0,16,40,1400.0,77.5,0,1,3300.0,199.43,4800.57,210,18,Closed,Active,2060.4,280.49,0.4292
ARC107954,8000.0,36,F,F4,21.81,10.0,OWN,57700.0,Verified,small_business,20.82,694,698,2,0,12,31,3750.0,62.9,0,1,3900.0,1631.33,6368.67,60,20,Closed,Active,4348.53,260.44,0.6828
ARC104800,10000.0,60,E,E4,18.04,6.0,RENT,64800.0,Source Verified,debt_consolidation,19.03,656,660,1,0,16,24,1920.0,52.1,0,0,,2104.91,7895.09,117,22,Closed,No_Plan,1258.48,128.31,0.1594
ARC108803,8200.0,36,B,B4,9.97,0.0,MORTGAGE,,Source Verified,home_improvement,,694,698,1,0,4,27,1730.0,42.0,0,0,,436.4,7763.6,39,15,Closed,Active,3933.82,209.88,0.5067
ARC103395,13800.0,60,F,F5,21.64,10.0,MORTGAGE,25200.0,Source Verified,other,25.69,694,698,0,0,13,26,15920.0,110.3,0,0,,4329.47,9470.53,273,35,Closed,Active,3713.39,231.28,0.3921
ARC108231,9400.0,60,A,A1,6.76,,MORTGAGE,42400.0,Verified,debt_consolidation,20.81,714,718,0,0,7,16,3990.0,69.2,0,0,,5117.94,4282.06,65,24,Closed,Active,1816.45,171.15,0.4242
ARC103847,40000.0,36,D,D5,14.65,10.0,MORTGAGE,102100.0,Source Verified,debt_consolidation,22.47,604,608,0,0,4,14,2840.0,39.7,0,0,,10516.52,29483.48,42,9,Closed,Broken,12206.16,1099.56,0.414
ARC100298,3800.0,36,C,C1,13.98,1.0,RENT,41100.0,Source Verified,other,23.72,667,671,1,0,3,7,450.0,117.5,0,0,,783.76,3016.24,141,35,Closed,Broken,608.98,75.53,0.2019
ARC103557,12400.0,36,C,C1,12.89,3.0,MORTGAGE,35900.0,Verified,small_business,11.76,683,687,0,0,8,9,5830.0,60.9,0,1,7500.0,4853.37,7546.63,126,18,Closed,Active,4055.56,406.29,0.5374
ARC101116,18500.0,36,B,B2,11.61,10.0,MORTGAGE,59700.0,Verified,small_business,10.71,600,604,0,0,8,14,9280.0,71.2,0,1,12800.0,8048.68,10451.32,167,6,Active,Broken,1340.9,190.96,0.1283
ARC101803,7900.0,36,B,B5,10.97,6.0,MORTGAGE,56100.0,Verified,medical,26.03,615,619,0,0,8,11,7800.0,49.5,0,0,,2664.57,5235.43,52,21,Closed,Active,3372.66,182.25,0.6442
ARC107537,11800.0,36,C,C3,14.16,0.0,RENT,18300.0,Source Verified,debt_consolidation,16.9,650,654,0,0,7,9,5010.0,58.3,0,0,,2173.82,9626.18,127,22,Closed,Broken,4138.29,271.17,0.4299
ARC101438,5000.0,60,C,C1,13.94,1.0,MORTGAGE,35200.0,Source Verified,debt_consolidation,22.46,644,648,1,1,9,25,3400.0,56.1,0,0,,1307.32,3692.68,96,10,Closed,No_Plan,749.98,83.1,0.2031
ARC102978,7100.0,60,E,E1,17.83,10.0,RENT,107300.0,Verified,credit_card,20.57,741,745,0,0,10,23,7470.0,91.7,0,0,,2676.58,4423.42,110,20,Closed,Completed,3712.13,529.29,0.8392
ARC104336,10800.0,36,E,E1,19.4,1.0,OWN,75100.0,Not Verified,small_business,14.87,706,710,0,0,2,12,2840.0,15.3,0,1,7300.0,2097.67,8702.33,68,5,Active,Active,972.92,70.23,0.1118
ARC107971,12800.0,36,B,B1,10.47,9.0,RENT,,Not Verified,debt_consolidation,11.51,654,658,0,1,4,25,4650.0,,0,0,,7875.66,4924.34,118,19,Closed,Active,2232.2,255.12,0.4533
ARC107534,12500.0,36,E,E5,17.28,,OWN,27600.0,Verified,home_improvement,10.72,614,618,0,0,7,26,970.0,54.2,0,1,7000.0,2060.16,10439.84,170,18,Closed,No_Plan,1940.77,228.0,0.1859
ARC100455,10800.0,60,E,E3,20.0,10.0,RENT,58700.0,Source Verified,debt_consolidation,7.96,654,658,1,0,13,30,2910.0,,0,0,,2483.96,8316.04,54,26,Closed,Active,4217.06,253.35,0.5071
ARC107909,2500.0,36,B,B2,10.6,10.0,MORTGAGE,40400.0,Not Verified,debt_consolidation,-999.0,680,684,0,1,6,8,2920.0,53.6,0,0,,1081.66,1418.34,75,17,Closed,Active,501.81,27.14,0.3538
ARC105471,7600.0,60,C,C1,11.19,1.0,OWN,50200.0,Not Verified,credit_card,18.23,702,706,0,0,8,21,9650.0,59.5,0,0,,945.13,6654.87,209,16,Closed,Active,3107.82,256.28,0.467
ARC106829,4600.0,36,B,B4,9.96,1.0,ANY,54800.0,Source Verified,credit_card,16.52,628,632,0,0,11,32,4520.0,44.5,0,0,,2460.67,2139.33,50,14,Closed,No_Plan,461.45,33.13,0.2157
ARC100105,8800.0,36,F,F5,21.34,9.0,MORTGAGE,20500.0,Verified,credit_card,24.46,678,682,1,1,8,25,4950.0,70.2,0,0,,2113.43,6686.57,150,9,Active,No_Plan,616.5,43.88,0.0922
ARC101893,3000.0,36,C,C3,12.3,5.0,MORTGAGE,,Not Verified,debt_consolidation,11.43,757,761,0,0,15,26,2350.0,40.0,0,0,,779.68,2220.32,150,22,Closed,Active,1702.54,87.13,0.7668
ARC104823,7200.0,60,A,A3,7.19,3.0,RENT,47500.0,Verified,credit_card,26.77,669,673,0,0,5,29,5410.0,58.8,1,0,,224.88,6975.12,109,13,Closed,Broken,2481.05,236.62,0.3557
ARC103378,5800.0,36,C,C2,13.39,10.0,MORTGAGE,62400.0,Verified,medical,22.6,638,642,0,0,19,33,5820.0,48.5,0,0,,746.17,5053.83,104,33,Closed,Broken,1964.93,126.53,0.3888
ARC105857,9800.0,36,D,D1,18.1,10.0,OWN,81200.0,Source Verified,small_business,12.63,736,740,0,0,4,9,12470.0,12.6,0,0,,830.51,8969.49,30,18,Closed,Active,4958.33,368.19,0.5528
ARC107702,2600.0,60,B,B3,8.84,5.0,MORTGAGE,,Source Verified,debt_consolidation,19.31,617,621,0,0,17,19,4170.0,38.8,0,0,,474.53,2125.47,82,30,Closed,Broken,826.38,51.33,0.3888
ARC106290,7300.0,36,E,E2,19.1,10.0,mortgage,116500.0,Not Verified,credit_card,16.01,617,621,0,0,2,7,8670.0,55.7,0,0,,1871.18,5428.82,246,3,Active,Broken,791.52,90.92,0.1458
ARC100822,5200.0,60,G,G5,25.67,6.0,MORTGAGE,68600.0,Not Verified,debt_consolidation,23.08,648,652,0,1,7,16,14310.0,41.8,0,1,5700.0,1794.97,3405.03,50,8,Active,Active,851.94,68.06,0.2502
ARC101005,11900.0,36,D,D5,16.33,10.0,OWN,159100.0,Source Verified,medical,19.7,682,686,0,1,12,14,8440.0,62.4,0,0,,6323.56,5576.44,47,17,Closed,Active,3755.17,464.74,0.6734
ARC104292,6100.0,36,C,C2,13.79,2.0,RENT,60100.0,Verified,car,40.36,683,687,0,0,9,25,6470.0,67.2,0,0,,1164.11,4935.89,232,10,Closed,Broken,1364.28,201.69,0.2764
ARC108413,6000.0,60,B,B1,10.38,6.0,MORTGAGE,37000.0,Not Verified,other,1.11,656,660,0,0,11,30,5610.0,93.7,0,0,,911.15,5088.85,60,23,Closed,Completed,3573.39,349.59,0.7022
ARC102653,6300.0,36,B,B2,11.12,9.0,RENT,51300.0,Not Verified,major_purchase,38.04,654,658,2,0,14,27,1130.0,34.3,0,1,3900.0,3003.68,3296.32,96,14,Closed,Broken,1241.39,62.1,0.3766
ARC105402,4800.0,60,E,E1,19.86,3.0,RENT,106200.0,Source Verified,home_improvement,15.95,605,609,0,0,16,24,43810.0,90.1,0,1,2900.0,1495.56,3304.44,196,30,Closed,Broken,1884.19,170.35,0.5702
ARC106825,18900.0,36,E,E5,18.79,9.0,MORTGAGE,52900.0,Source Verified,debt_consolidation,0.0,607,611,0,0,12,29,10550.0,68.2,0,0,,4785.34,14114.66,230,12,Closed,Broken,3322.59,425.82,0.2354
ARC106177,10100.0,36,A,A3,9.36,5.0,RENT,115800.0,Source Verified,home_improvement,11.87,661,665,1,0,4,15,5270.0,31.6,0,0,,5021.24,5078.76,59,11,Closed,Broken,1919.77,134.42,0.378
ARC108762,18000.0,60,B,B5,9.44,10.0,OWN,60300.0,Not Verified,debt_consolidation,20.93,679,683,0,0,6,27,7270.0,22.9,0,0,,2167.53,15832.47,46,31,Closed,Active,9406.07,574.01,0.5941
ARC105904,25500.0,36,A,A3,7.12,9.0,RENT,53700.0,Source Verified,debt_consolidation,17.61,663,667,1,0,14,23,2560.0,64.2,0,0,,8234.62,17265.38,77,27,Closed,Active,7803.95,966.57,0.452
ARC100626,7900.0,60,A,A4,7.11,1.0,RENT,44600.0,Source Verified,debt_consolidation,18.45,609,613,0,0,13,37,2910.0,65.6,0,0,,3028.85,4871.15,188,23,Closed,Broken,1697.11,240.63,0.3484
ARC101364,8000.0,60,D,D1,16.78,2.0,RENT,52500.0,Verified,medical,20.14,730,734,0,1,5,19,44840.0,43.1,0,0,,567.16,7432.84,216,34,Closed,Active,5458.68,407.99,0.7344
ARC103829,5300.0,36,B,B5,10.78,7.0,RENT,32300.0,Source Verified,home_improvement,15.3,679,683,0,0,9,32,39460.0,67.1,0,1,6000.0,633.62,4666.38,124,28,Closed,Active,2386.39,352.12,0.5114
ARC100023,9100.0,36,D,D5,18.72,3.0,MORTGAGE,124200.0,Source Verified,debt_consolidation,14.43,631,635,0,1,9,22,4910.0,31.0,0,0,,3234.63,5865.37,175,9,Active,Active,474.51,56.85,0.0809
ARC108400,7600.0,36,B,B2,10.85,8.0,MORTGAGE,56300.0,Verified,major_purchase,5.07,733,737,0,1,16,16,3820.0,52.5,0,0,,1456.82,6143.18,145,8,Closed,Active,3728.3,433.15,0.6069
ARC108932,5700.0,60,F,F2,22.48,6.0,MORTGAGE,,Verified,car,16.6,600,604,0,0,13,21,4380.0,35.6,0,0,,2570.19,3129.81,56,30,Closed,Active,1662.56,106.01,0.5312
ARC101943,3000.0,36,E,E3,16.65,10.0,MORTGAGE,101600.0,Verified,debt_consolidation,19.38,608,612,0,0,3,10,660.0,77.5,0,0,,676.6,2323.4,169,25,Closed,Active,1650.08,199.7,0.7102
ARC107800,13500.0,60,E,E4,20.43,3.0,RENT,48900.0,Verified,debt_consolidation,15.89,665,669,1,0,3,8,3340.0,20.7,0,0,,1442.1,12057.9,159,30,Closed,Broken,3734.33,254.56,0.3097
ARC104526,8700.0,60,A,A2,7.89,5.0,OWN,,Verified,home_improvement,22.62,677,681,0,0,16,22,12070.0,113.3,0,0,,1562.49,7137.51,218,19,Closed,Broken,2951.36,334.81,0.4135
ARC100720,9400.0,36,C,C5,12.2,5.0,RENT,26500.0,Verified,debt_consolidation,18.48,732,736,0,0,4,21,23910.0,43.6,0,0,,4120.41,5279.59,41,18,Closed,Completed,4193.05,623.39,0.7942
ARC102843,14800.0,36,B,B3,9.05,10.0,RENT,51000.0,Source Verified,debt_consolidation,27.02,609,613,0,1,2,5,16070.0,75.7,0,0,,1197.09,13602.91,116,22,Closed,Broken,6270.94,805.88,0.461
ARC103946,20300.0,60,A,A2,6.4,4.0,OWN,48900.0,Not Verified,debt_consolidation,13.96,600,604,0,0,8,13,4210.0,84.2,0,0,,8070.42,12229.58,429,9,Closed,No_Plan,1813.65,99.16,0.1483
ARC108938,20800.0,60,B,B5,11.1,10.0,OWN,54500.0,Verified,debt_consolidation,22.68,679,683,0,0,18,20,22630.0,31.9,0,1,17500.0,10941.34,9858.66,549,12,Closed,Active,3017.74,271.21,0.3061
ARC102877,7400.0,36,C,C5,11.68,10.0,RENT,66000.0,Not Verified,credit_card,22.86,606,610,0,0,12,29,3840.0,65.6,0,0,,718.1,6681.9,148,20,Closed,Broken,1696.53,143.25,0.2539
ARC104167,5600.0,60,C,C4,12.74,8.0,RENT,44000.0,Source Verified,credit_card,43.16,633,637,1,0,3,5,1380.0,,0,0,,2543.68,3056.32,165,34,Closed,Broken,432.47,35.98,0.1415
ARC103909,4300.0,36,E,E1,17.82,2.0,MORTGAGE,47000.0,Not Verified,credit_card,22.45,680,684,1,1,14,22,6310.0,56.9,0,0,,1276.99,3023.01,60,22,Closed,Broken,1294.45,159.07,0.4282
ARC101210,16100.0,36,E,E4,20.5,10.0,RENT,47600.0,Source Verified,major_purchase,24.59,700,704,1,0,15,15,5660.0,38.7,0,1,7300.0,2985.59,13114.41,85,26,Closed,No_Plan,3746.79,407.38,0.2857
ARC100178,9300.0,36,A,A5,8.26,5.0,OWN,20000.0,Not Verified,home_improvement,21.17,611,615,0,1,7,11,3920.0,56.6,0,0,,910.22,8389.78,251,17,Closed,No_Plan,1929.65,189.87,0.23
ARC108143,17000.0,60,C,C1,14.41,,MORTGAGE,42400.0,Not Verified,debt_consolidation,20.91,798,802,0,1,4,23,5590.0,54.5,0,0,,2764.92,14235.08,160,13,Closed,Active,8085.53,1047.91,0.568
ARC100619,22000.0,36,D,D2,17.39,4.0,RENT,32300.0,Verified,home_improvement,19.55,716,720,0,0,18,27,14620.0,34.5,0,0,,10904.66,11095.34,99,21,Closed,Broken,4429.26,392.96,0.3992
ARC106440,13800.0,60,A,A4,6.79,8.0,MORTGAGE,32500.0,Verified,debt_consolidation,11.63,637,641,0,0,15,37,48670.0,84.5,0,0,,5563.3,8236.7,59,7,Active,Broken,1957.04,257.55,0.2376
ARC102623,11100.0,60,D,D5,16.31,10.0,MORTGAGE,32900.0,Not Verified,credit_card,19.04,635,639,0,0,12,28,35610.0,60.6,0,1,11300.0,4346.78,6753.22,40,17,Closed,Active,3813.54,386.31,0.5647
ARC102560,12100.0,36,D,D4,17.64,10.0,RENT,158200.0,Verified,major_purchase,,600,604,0,0,9,18,6610.0,26.5,0,1,9500.0,2402.81,9697.19,280,34,Closed,Broken,3485.17,452.24,0.3594
ARC107503,9600.0,36,B,B3,10.61,6.0,MORTGAGE,38600.0,Source Verified,credit_card,19.86,600,604,0,0,10,24,6330.0,41.0,0,0,,7604.4,1995.6,128,34,Closed,No_Plan,359.41,22.64,0.1801
ARC107417,6500.0,36,C,C1,14.02,10.0,MORTGAGE,35200.0,Source Verified,home_improvement,21.56,698,702,0,0,12,31,13580.0,43.1,0,1,3900.0,919.88,5580.12,173,16,Closed,Broken,2840.28,177.37,0.509
